tahun,status,nama_sekolah,jumlah_peserta,bahasa_indonesia,bahasa_inggris,matematika,ipa
2016,Negeri,SMP NEGERI 53 KOTA BANDUNG,226,74.75,56.03,39.31,49.56
2016,Negeri,SMP NEGERI TERBUKA 12 BANDUNG,151,71.3,57.38,37.17,46.61
2016,Negeri,SMP NEGERI TERBUKA 40 BANDUNG,160,68.96,50.91,32.48,42.28
2016,Negeri,SMP NEGERI TERBUKA 27 BANDUNG,226,68.53,46.02,31.59,40.02
2016,Negeri,SMP NEGERI TERBUKA 8 BANDUNG,49,69.76,48.45,30.51,40.97
2016,Negeri,SMP NEGERI TERBUKA  51 BANDUNG,155,66.76,44.12,29.98,40.05
2016,Negeri,SMP NEGERI TERBUKA 36 BANDUNG,120,62.93,39.83,29.46,35.35
2016,Negeri,MTSN BANDUNG,298,78.04,69.68,68.9,68.32
2016,Negeri,MTSN CICAHEUM,276,81.64,71.8,70.64,69.5
2016,Swasta,SMP BALA KESELAMATAN,9,70.89,56,29.17,40
2016,Swasta,SMP BUDI BAKTI BANDUNG,72,71.47,45.06,32.57,46.56
2016,Swasta,SMP PANDU BANDUNG,59,84.58,76.88,61.99,62.12
2016,Swasta,SMP PASUNDAN 4 BANDUNG,384,70.32,45.83,32.23,42.53
2016,Swasta,SMP PUTRA PAJAJARAN BANDUNG,11,67.09,49.09,33.41,42.73
2016,Swasta,SMP WARINGIN BANDUNG,158,84.41,81.46,66.39,65.92
2016,Swasta,SMP YAQIN BANDUNG,71,69.41,46.76,34.26,40.49
2016,Swasta,SMP YKPPK BANDUNG,8,59.25,46.75,30,39.06
2016,Swasta,SMP YPI BANDUNG,19,61.58,40.63,30.39,36.32
2016,Swasta,SMP K 1 BINA BAKTI BANDUNG,78,83.59,82.97,62.88,66.19
2016,Swasta,SMP K 2 BINA BAKTI BANDUNG,30,85.27,89.73,79.58,77.58
2016,Swasta,SMP K BPK PENABUR 1 BANDUNG,310,89.27,91.68,89.52,90.62
2016,Swasta,SMP K BPPK BANDUNG,36,76.61,62.67,47.01,51.04
2016,Swasta,SMP K PAULUS BANDUNG,20,72.7,61.9,39.88,46
2016,Swasta,SMP K TRIMULIA BANDUNG,47,86.09,92.38,80.96,73.46
2016,Swasta,SMP ADVENT II BANDUNG,34,80.71,72.76,57.65,58.68
2016,Swasta,SMP AL-HUSAINIYYAH BANDUNG,81,66.25,41.38,32.31,37.75
2016,Swasta,SMP BINA DHARMA 3 BANDUNG,54,67.48,45.63,31.06,40.46
2016,Swasta,SMP INDONESIA RAYA BANDUNG,130,66.35,45.82,30.94,38.48
2016,Swasta,SMP KARTIKA XIX-2,157,71.15,53.69,33.79,45.8
2016,Swasta,SMP MIFTAHUL IMAN BANDUNG,59,65.08,42.71,30.85,41.86
2016,Swasta,SMP MUHAMMADIYAH 6 BANDUNG,169,66.63,44.05,31.01,39.01
2016,Swasta,SMP PASUNDAN 3 BANDUNG,305,69.97,45.17,31.33,41.54
2016,Swasta,SMP PASUNDAN 10 BANDUNG,7,58.29,38,26.07,32.5
2016,Swasta,SMP PASUNDAN 12 BANDUNG,198,66.43,43.35,32.34,40.05
2016,Swasta,SMP PGRI 2 BANDUNG,146,65.15,46.49,35.68,38.42
2016,Swasta,SMP PGRI 5 BANDUNG,30,68.07,41.33,31.17,39
2016,Swasta,SMP SEKOLAH LABORATORIUM UPI,134,80.84,74.18,53.23,60.52
2016,Swasta,SMP K HIDUP BARU BANDUNG,15,69.73,51.87,31,38
2016,Swasta,SMP ADVENT CIMINDI,39,75.85,59.49,40.58,50.58
2016,Swasta,SMP ANGKASA LANUD HUSEIN. S,279,75.27,56.53,40.01,49.44
2016,Swasta,SMP BPMD TARUNA BANDUNG,32,67.06,39.75,29.06,36.09
2016,Swasta,SMP KIANSANTANG BANDUNG,28,69.93,44.36,28.21,35.27
2016,Swasta,SMP LPPN BANDUNG,19,63.89,42.95,27.63,39.08
2016,Swasta,SMP MUHAMMADIYAH 2 BANDUNG,42,68,49.71,35.18,41.67
2016,Swasta,SMP MUHAMMADIYAH 4 BANDUNG,23,73.22,49.13,32.72,43.91
2016,Swasta,SMP MUTIARA 1 BANDUNG,90,68.44,44.29,29.28,37.94
2016,Swasta,SMP MUTIARA 4 BANDUNG,298,70.87,46.03,32.39,43.58
2016,Swasta,SMP PAJAJARAN 1 BANDUNG,12,55.67,39.5,29.38,32.92
2016,Swasta,SMP PGRI 4,31,65.23,40.65,30.56,32.9
2016,Swasta,SMP RAJAWALI,5,65.6,44.8,30.5,34.5
2016,Swasta,SMP YWKA BANDUNG,101,71.27,51.03,36.56,46.26
2016,Swasta,SMP K BPK PENABUR 5 BANDUNG,225,87.02,84.86,70.82,77.69
2016,Swasta,SMP ADVENT BANDUNG,16,79.88,74.75,52.97,55.16
2016,Swasta,SMP BPP BANDUNG,114,70.07,49.28,33.93,43.71
2016,Swasta,SMP KRISTEN BAPTIS BANDUNG,30,81.93,68.47,54.92,62.17
2016,Swasta,SMP PERTIWI BANDUNG,44,69.09,47.18,33.3,43.86
2016,Swasta,SMP SANTA ANGELA BANDUNG,170,87.2,89.45,79.03,82.57
2016,Swasta,SMP SANTO ALOYSIUS 1 BANDUNG,165,86.13,87.04,81.2,80.18
2016,Swasta,SMP KARTIKA SILIWANGI XIX-1,207,74.45,57,36.75,51.5
2016,Swasta,SMP PASUNDAN 6 BANDUNG,196,68.78,45.42,31.49,40.04
2016,Swasta,SMP PGII-1 BANDUNG,293,77.77,59.25,41.47,53.17
2016,Swasta,SMP SANTA URSULA BANDUNG,127,86.57,86.22,71.52,73.19
2016,Swasta,SMP SUMATRA 40 BANDUNG,313,73.6,51.55,35.17,43.25
2016,Swasta,SMP TARUNA BAKTI BANDUNG,253,88.78,89.91,77.54,77.44
2016,Swasta,SMP K YAHYA BANDUNG,75,83.89,79.89,68,64.8
2016,Swasta,SMP AL-FALAH BANDUNG,231,70.32,43.3,30.75,40.75
2016,Swasta,SMP BUNGA BANGSA BANDUNG,77,65.12,41.35,31.2,37.21
2016,Swasta,SMP DARUL HIKAM BANDUNG,99,84.73,81.37,75.76,79.44
2016,Swasta,SMP ISTIQAMAH BANDUNG,89,83.8,82.02,60.11,70.73
2016,Swasta,SMP KEMAH INDONESIA 4 BANDUNG,65,61.51,44.06,28.35,36.35
2016,Swasta,SMP NASIONAL BANDUNG,196,71.1,49.29,31.93,42.45
2016,Swasta,SMP PASUNDAN 8 BANDUNG,197,67.07,45.96,30,40.77
2016,Swasta,SMP PGII 2 BANDUNG,210,78.4,59.1,42.81,48.85
2016,Swasta,SMP PGRI 6 BANDUNG,18,67.67,44.33,29.86,40.83
2016,Swasta,SMP PRIBADI,39,85.44,89.13,66.86,75.58
2016,Swasta,SMP SALMAN AL FARISI BANDUNG,76,87.63,88.08,79.93,82.2
2016,Swasta,SMP KARTIKA X-1 BANDUNG,213,71.92,49.23,35.39,47.49
2016,Swasta,SMP KEMALA BHAYANGKARI BANDUNG,220,71.69,53.3,32.42,46.41
2016,Swasta,SMP MAARIF 1 BANDUNG,51,66.43,47.61,34.46,51.18
2016,Swasta,SMP MUHAMMADIYAH 1 BANDUNG,70,65.49,44.46,31.25,44.43
2016,Swasta,SMP MUSLIMIN 3 BANDUNG,57,66.84,47.93,30.92,43.6
2016,Swasta,SMP PELITA BANDUNG,302,68.71,43.32,30.64,38.78
2016,Swasta,SMP PGRI 1 BANDUNG,107,70.86,44.26,31.96,41.45
2016,Swasta,SMP PGRI 3 BANDUNG,45,60.93,43.38,29.83,36.94
2016,Swasta,SMP SANTA MARIA BANDUNG,88,83.93,79.43,56.36,63.15
2016,Swasta,SMP TAMAN SISWA BANDUNG,51,69.22,42.31,31.08,38.87
2016,Swasta,SMP YPU BANDUNG,94,66.15,42.55,29.65,38.67
2016,Swasta,SMP K 4 BPK PENABUR,51,83.06,86.12,70.93,75.39
2016,Swasta,SMP AL HADI BANDUNG,173,65.75,41.61,30.92,40.78
2016,Swasta,SMP AL ISLAM,123,63.87,41.38,28.11,38.41
2016,Swasta,SMP PLUS BAITURRAHMAN,81,69.53,47.28,36.05,45.31
2016,Swasta,SMP BANDUNG INSTITUT,19,57.47,40.63,31.05,39.34
2016,Swasta,SMP BINA PERSADA NUSANTARA,20,59.9,33.1,26.88,32.5
2016,Swasta,SMP CENDEKIA MUDA,47,84.04,81.36,65.74,70.53
2016,Swasta,SMP GANTRA BANDUNG,58,61.62,38.86,30.56,36.12
2016,Swasta,SMP GEMA PANCASILA BANDUNG,18,61,44.56,33.33,41.67
2016,Swasta,SMP GUPPI UJUNG BERUNG,27,63.85,43.56,31.76,36.57
2016,Swasta,SMP KARYA PEMBANGUNAN 10,278,70.53,57.71,35.77,52.06
2016,Swasta,SMP LANGLANGBUANA,55,66.69,41.93,31.05,36.77
2016,Swasta,SMP MUHAMMADIYAH 3 BANDUNG,101,73.11,49.7,35.84,44.46
2016,Swasta,SMP MUTIARA BUNDA,84,83.17,79,64.67,67.17
2016,Swasta,SMP PGRI 10 BANDUNG,324,69.38,46.94,31.06,44.5
2016,Swasta,SMP PGRI 11,14,66.57,43.29,32.86,41.25
2016,Swasta,SMP TRIYASA BANDUNG,245,71.78,48.19,33.22,47.9
2016,Swasta,SMP YAYASAN ATIKAN SUNDA,268,72.77,52.53,34.92,46.26
2016,Swasta,SMP AL-GHIFARI,123,72.65,56.44,36.99,48.66
2016,Swasta,SMP AL-HASAN,87,67.13,45.01,31.87,42.41
2016,Swasta,SMP IGN SLAMET RIYADI,71,84.17,75.1,56.51,59.15
2016,Swasta,SMP MADYA BANDUNG,67,69.76,46.39,30.67,38.69
2016,Swasta,SMP MUHAMMADIYAH 9,107,66.06,42.13,30.28,41.71
2016,Swasta,SMP MUSLIMIN 5 BANDUNG,37,67.14,44.65,34.46,39.05
2016,Swasta,SMP OTISTA,45,66.04,43.6,31.39,38.56
2016,Swasta,SMP PGRI 7 BANDUNG,155,67.15,40.85,29.71,40.53
2016,Swasta,SMP PGRI 9 GEDEBAGE,62,65.58,59.26,61.01,57.34
2016,Swasta,SMP THARIIKUL JANNAH,4,69,55,34.38,43.13
2016,Swasta,SMP TULUS KARTIKA,114,63.89,39.72,29.65,37.26
2016,Swasta,SMP VIJAYA KUSUMA,358,71.02,48.08,32.12,42
2016,Swasta,SMP BINA DHARMA 2 BANDUNG,255,70.05,48.72,32.3,43.49
2016,Swasta,SMP BINA HARAPAN,37,63.46,39.24,28.99,35.47
2016,Swasta,SMP GUNA DHARMA,89,68.92,47.98,37.67,46.94
2016,Swasta,SMP KARYA NUSANTARA,42,67.95,43.71,27.68,42.62
2016,Swasta,SMP LANGLANG BUANA 2,74,64.92,41.59,28.21,38.95
2016,Swasta,SMP MUHAMMADIYAH 5 BANDUNG,68,65.59,47.71,31.47,43.49
2016,Swasta,SMP MUHAMMADIYAH 8 BANDUNG,126,80.46,74.68,56.33,66.53
2016,Swasta,SMP MUHAMMADIYAH 10,105,68.84,46.21,32.36,42.67
2016,Swasta,SMP NUSANTARA RAYA,116,68.17,42.79,30.37,39.68
2016,Swasta,SMP PGRI 8 BANDUNG,9,60.67,41.33,24.17,37.78
2016,Swasta,SMP SANTO  YUSUP,94,81.26,63.28,44.73,51.78
2016,Swasta,SMP ISLAM AL WASHLIYAH,18,66,37.11,31.81,39.31
2016,Swasta,SMP BINTANG MULIA,75,84.69,92.99,81.83,70.93
2016,Swasta,SMP BPI 1 BANDUNG,163,77.3,71.19,46.35,57.91
2016,Swasta,SMP BUDI ISTRI BANDUNG,90,66.04,43.4,29.5,39
2016,Swasta,SMP NUGRAHA BANDUNG,220,66.05,41.64,29.86,37.33
2016,Swasta,SMP PAHLAWAN TOHA,199,65.05,39.03,29.79,36.65
2016,Swasta,SMP PELITA BANGSA,24,78.83,64.58,44.9,56.67
2016,Swasta,SMP PLUS AL-GOZALI,14,68.43,42,32.68,37.32
2016,Swasta,SMP SANTO ALOYSIUS 2 BANDUNG,109,86.35,87.67,82.64,75.6
2016,Swasta,SMP SEBELAS MARET BANDUNG,74,69.73,47.3,29.32,40.51
2016,Swasta,SMP YAMI BANDUNG,34,59.29,41.94,30.74,36.99
2016,Swasta,SMP YPS SEJATI BANDUNG,12,59.67,33.33,28.54,34.38
2016,Swasta,SMP YUDHISTIRA,87,66.6,44.21,30.95,39.08
2016,Swasta,SMP K KALAM KUDUS,82,83.9,80,63.93,61.86
2016,Swasta,SMP BPK PENABUR HOLIS,224,85.54,84.77,75.69,77.17
2016,Swasta,SMP BPPI BOJONG,36,65.39,42.67,31.11,41.94
2016,Swasta,SMP GAMALIEL,101,84.87,76.02,69.28,68.44
2016,Swasta,SMP GRACIA BANDUNG,43,75.81,61.77,45.47,53.14
2016,Swasta,SMP JENDRAL SUDIRMAN,20,55.7,39.6,27.25,34
2016,Swasta,SMP MUTIARA 3 BANDUNG,15,66.53,40.4,30.5,37.33
2016,Swasta,SMP PASUNDAN 5 BANDUNG,273,68.21,43.74,30.46,37.48
2016,Swasta,SMP PASUNDAN 7 BANDUNG,223,68.84,46.93,33.39,40.33
2016,Swasta,SMP PASUNDAN 9 BANDUNG,181,63.9,41.24,30.01,36.37
2016,Swasta,SMP PLUS SINDANGRESMI,60,68.9,45.1,34.5,44.71
2016,Swasta,SMP SWADAYA 1 BANDUNG,231,70.32,46.1,31.23,39.96
2016,Swasta,SMP SWADAYA 2 BANDUNG,30,61.27,37.93,28.25,35.75
2016,Swasta,SMP YPKKP,223,64.39,40.7,27.2,37.05
2016,Swasta,SMP ASSALAAM,120,80.35,67.07,52.73,62.13
2016,Swasta,SMP COKROAMINOTO BANDUNG,2,60,38,27.5,41.25
2016,Swasta,SMP DEWI SARTIKA,247,67.48,44.03,30.44,37.97
2016,Swasta,SMP GANESHA BANDUNG,147,66.19,41.1,29.46,38.21
2016,Swasta,SMP MUHAMMADIYAH 7,28,66.07,46.36,30.45,38.04
2016,Swasta,SMP NUSANTARA BANDUNG,156,65.32,41.63,29.41,38.96
2016,Swasta,SMP PASUNDAN 1 BANDUNG,289,72.56,52.49,32.7,45.03
2016,Swasta,SMP PASUNDAN 2 BANDUNG,275,69.86,45.62,31.95,43.24
2016,Swasta,SMP WYATA DHARMA,52,62.15,42.04,29.86,38.89
2016,Swasta,SMP YOS SUDARSO,71,82.42,73.61,57.36,60.6
2016,Swasta,SMP K REHOBOTH BANDUNG,38,78.26,67.53,47.43,57.3
2016,Swasta,SMP STAMFORD INTERNATIONAL SCHOOL,17,71.88,86.94,57.06,57.94
2016,Swasta,SMP PLUS TEMARA ILMU,9,67.56,46.44,34.72,45.83
2016,Swasta,SMP AL BIRUNI CERDAS MULIA,47,79.96,73.23,49.1,56.81
2016,Swasta,SMP DAARUL QURAN,18,78.78,68.11,41.94,55.69
2016,Swasta,SMP ALFA CENTAURI,60,82.57,82.07,63.54,72.29
2016,Swasta,SMP PELITA NUSANTARA,35,83.6,86.06,60.36,68.5
2016,Swasta,SMP TUNAS UNGGUL,29,83.24,80.07,51.72,64.31
2016,Swasta,SMP JUARA,49,81.55,62.33,51.94,54.44
2016,Swasta,SMP HIKMAH TELADAN,34,74.65,64.94,48.68,54.12
2016,Swasta,SMP ISLAM TERPADU BINA INSAN UNGGUL,59,79.02,57.49,50.04,55.55
2016,Swasta,SMP BAHTERA,18,77.78,74.67,42.92,52.22
2016,Swasta,SMP DAARUT TAUHIID BOARDING SCHOOL,93,81.68,71.01,54.06,65.83
2016,Swasta,SMP SETIA BHAKTI,76,66.45,45.03,29.61,40.03
2016,Swasta,SMP KARYA BHAKTI,15,61.47,39.73,29,33
2016,Swasta,SMP TAHFIZHUL QURAN AMANAH UMMAH,23,67.74,47.48,31.74,43.7
2016,Swasta,SMP KUNTUM CEMERLANG,17,87.88,92.71,79.26,82.21
2016,Swasta,SMP CITRA CEMARA,33,82.48,78.24,55.3,58.71
2016,Swasta,SMP NEHRU MEMORIAL SCHOOL,16,70.88,84.13,52.97,61.25
2016,Swasta,SMP BANDUNG INDEPENDENT SCHOOL,11,67.64,89.09,57.27,55.91
2016,Swasta,MTS AL AMANAH,77,74.44,67.58,67.47,64.38
2016,Swasta,MTS AL HUDA,20,75.6,66,67.63,65.25
2016,Swasta,MTS AL ISLAM,21,73.9,64.48,67.62,65.48
2016,Swasta,MTS AL ISTIQOMAH,113,72.69,66.48,68.21,64.67
2016,Swasta,MTS ARROHMAH,37,73.89,68.05,71.69,64.32
2016,Swasta,MTS ASSUADA,23,69.57,66.78,65.22,66.74
2016,Swasta,MTS ASYSYARIFIYYAH,149,73.09,66.54,67.63,64.18
2016,Swasta,MTS ATTAUFIQ,59,70.54,70.81,69.32,69.07
2016,Swasta,MTS ATTAZHIMIYAH,164,72.26,65.67,66.52,61.23
2016,Swasta,MTS BAABUSSALAAM,128,73.16,68.41,66.29,64.53
2016,Swasta,MTS DAARUR RAHMAH,19,74.74,66.42,66.71,55.79
2016,Swasta,MTS MUHAMMADIYAH,63,74.22,67.59,69.29,65.24
2016,Swasta,MTS NURUL HUDA,62,74.68,68.35,68.02,64.07
2016,Swasta,MTS NURUL IMAN,318,74.02,67.61,68.51,65.31
2016,Swasta,MTS PERSATUAN ISLAM 29,47,73.45,67.19,66.97,61.91
2016,Swasta,MTS SALAFIYAH,16,77,66.63,68.28,57.34
2016,Swasta,MTS SIRNAMISKIN,280,73.03,66.12,69.1,65.73
2016,Swasta,MTS AL HASAN,20,73.3,67.5,68.5,57.63
2016,Swasta,MTS AL BURHAN,153,73.83,68.51,68.55,64.23
2016,Swasta,MTS AL INAYAH,153,77.22,68.46,68.77,64.95
2016,Swasta,MTS AL MISHBAH,94,75.74,68.34,67.71,63.7
2016,Swasta,MTS AL MURSYID,29,73.38,67.59,67.24,60.86
2016,Swasta,MTS ARROSYIDIYAH,108,75.41,68.63,70.28,64.26
2016,Swasta,MTS DARUL HIDAYAH,13,69.08,65.23,68.65,65.19
2016,Swasta,MTS KIFAYATUL ACHYAR,270,77.29,67.59,68.89,65.44
2016,Swasta,MTS MANBAUL HUDA,67,78.63,70.69,68.21,65.11
2016,Swasta,MTS MIFTAHUL FALAH,140,72.94,66.41,67.79,66.09
2016,Swasta,MTS MUHAJIRIN,31,71.42,69.03,68.79,64.6
2016,Swasta,MTS MULTAZAM,52,72.12,68.19,68.32,62.74
2016,Swasta,MTS NUR ROHMAH,7,74.86,67.71,65,65
2016,Swasta,MTS PERSIS 12,155,77.78,69.81,69.16,65
2016,Swasta,MTS YPPS SUKAMISKIN,176,77.01,71.32,74.02,76.56
2016,Swasta,MTS ZAKARIA,100,87.6,81.94,83.83,85.1
2016,Swasta,MTS AL HIKMAH,3,73.33,64,65,64.17
2016,Swasta,MTS AN NAJIYAH,66,82.39,78.12,70.76,68.45
2016,Swasta,MTS YASIPA,50,73.72,68.12,67.5,60.55
2016,Swasta,MTS AISYAH,78,72.23,67.56,69.42,62.88
2016,Swasta,MTS MIFTAHUL HUDA,49,79.39,75.55,70.92,66.68
2016,Swasta,MTS AZ ZAHRA,41,71.61,66.93,68.6,64.63
2016,Swasta,MTS ASSALAAM,39,77.44,67.59,70.45,64.17
2016,Swasta,MTS CIJAWURA,27,74.44,67.33,69.35,66.57
2017,Negeri,SMP NEGERI 1 BANDUNG,384,84.93,69.83,76.32,73.35
2017,Negeri,SMP NEGERI 2 BANDUNG,360,87.34,78.83,83.83,80.67
2017,Negeri,SMP NEGERI 3 BANDUNG,309,82.03,67.75,68.08,68.34
2017,Negeri,SMP NEGERI 4 BANDUNG,329,80.3,62.67,59.87,60.09
2017,Negeri,SMP NEGERI 5 BANDUNG,360,87.29,79.37,82.36,80.11
2017,Negeri,SMP NEGERI 6 BANDUNG,311,71.08,51.68,42.65,50.09
2017,Negeri,SMP NEGERI 7 BANDUNG,315,85.18,74.6,77.73,76.58
2017,Negeri,SMP NEGERI 8 BANDUNG,316,83.55,69.23,73.16,74.4
2017,Negeri,SMP NEGERI 9 BANDUNG,434,78.58,62.13,59.4,62.09
2017,Negeri,SMP NEGERI 10 BANDUNG,333,75.75,54.06,47.78,53.99
2017,Negeri,SMP NEGERI 11 BANDUNG,435,76.43,58.7,51.17,56.27
2017,Negeri,SMP NEGERI 12 BANDUNG,323,75.93,67.8,66.29,63.9
2017,Negeri,SMP NEGERI 13 BANDUNG,408,79.92,73.33,73.94,73.55
2017,Negeri,SMP NEGERI 14 BANDUNG,319,83.21,71.93,69.73,71.24
2017,Negeri,SMP NEGERI 15 BANDUNG,290,76.23,59.63,53.52,57.89
2017,Negeri,SMP NEGERI 16 BANDUNG,296,79.47,59.35,56.77,58.78
2017,Negeri,SMP NEGERI 17 BANDUNG,428,76.59,58.65,50.53,57.18
2017,Negeri,SMP NEGERI 18 BANDUNG,367,80.36,63.08,62.3,61.7
2017,Negeri,SMP NEGERI 19 BANDUNG,323,74.01,53.83,50.36,53.44
2017,Negeri,SMP NEGERI 20 BANDUNG,409,73.06,53.79,46.17,53.22
2017,Negeri,SMP NEGERI 21 BANDUNG,258,70.71,47.47,43.86,47.81
2017,Negeri,SMP NEGERI 22 BANDUNG,299,78.35,62.51,58.8,55.82
2017,Negeri,SMP NEGERI 23 BANDUNG,260,71.68,48.51,40.85,46.01
2017,Negeri,SMP NEGERI 24 BANDUNG,344,74.67,53.06,46.58,49.33
2017,Negeri,SMP NEGERI 25 BANDUNG,297,75.89,55.41,53.28,55.49
2017,Negeri,SMP NEGERI 26 BANDUNG,286,78.48,56.2,52.05,57.65
2017,Negeri,SMP NEGERI 27 BANDUNG,386,74.6,55.81,48.65,54.81
2017,Negeri,SMP NEGERI 28 BANDUNG,330,78.93,66.89,62.09,66.64
2017,Negeri,SMP NEGERI 29 BANDUNG,323,71.34,50.33,39.74,48.03
2017,Negeri,SMP NEGERI 30 BANDUNG,341,77.24,59.06,55.43,58.39
2017,Negeri,SMP NEGERI 31 BANDUNG,440,70.97,49.38,44.12,47.06
2017,Negeri,SMP NEGERI 32 BANDUNG,242,70.06,46.82,40.3,48.72
2017,Negeri,SMP NEGERI 33 BANDUNG,257,72.54,48.67,50.09,50.89
2017,Negeri,SMP NEGERI 34 BANDUNG,292,81.73,66.86,70,72.29
2017,Negeri,SMP NEGERI 35 BANDUNG,341,72.01,51.44,45.21,52.1
2017,Negeri,SMP NEGERI 36 BANDUNG,269,77.37,57.16,54.42,57.79
2017,Negeri,SMP NEGERI 37 BANDUNG,354,71.6,47.51,43.58,48.77
2017,Negeri,SMP NEGERI 38 BANDUNG,368,71.01,48.86,44.1,48.31
2017,Negeri,SMP NEGERI 39 BANDUNG,314,71.55,49.91,44.16,51.04
2017,Negeri,SMP NEGERI 40 BANDUNG,407,72.58,52.12,42.83,49.78
2017,Negeri,SMP NEGERI 41 BANDUNG,349,74.53,54.11,50.39,53.06
2017,Negeri,SMP NEGERI 42 BANDUNG,293,68.07,46.94,40.22,45.68
2017,Negeri,SMP NEGERI 43 BANDUNG,310,72.08,53.05,42.48,52.73
2017,Negeri,SMP NEGERI 44 BANDUNG,345,81,67.17,60.05,62.43
2017,Negeri,SMP NEGERI 45 BANDUNG,319,76.88,56.66,53,57.07
2017,Negeri,SMP NEGERI 46 BANDUNG,347,74.66,53.05,51.22,54.09
2017,Negeri,SMP NEGERI 47 BANDUNG,302,76.18,54.56,49.12,51.44
2017,Negeri,SMP NEGERI 48 BANDUNG,358,77.91,62.1,59.86,59.9
2017,Negeri,SMP NEGERI 49 BANDUNG,308,68.09,51.01,47.17,48.95
2017,Negeri,SMP NEGERI 50 BANDUNG,423,76.73,55.52,54.12,55.83
2017,Negeri,SMP NEGERI 51 BANDUNG,497,71.38,51.35,44.82,50.54
2017,Negeri,SMP NEGERI  52 BANDUNG,385,63.99,48.2,40.57,44.86
2017,Negeri,SMP NEGERI 53 KOTA BANDUNG,275,67.65,47.44,39.85,45.07
2017,Negeri,SMP NEGERI TERBUKA 12 BANDUNG,121,59.57,45.06,36.26,41.34
2017,Negeri,SMP NEGERI TERBUKA 40 BANDUNG,66,62,42.85,36.78,39.77
2017,Negeri,SMP NEGERI TERBUKA 27 BANDUNG,152,56.39,40.17,34.31,39.38
2017,Negeri,SMP NEGERI TERBUKA 8 BANDUNG,79,55.16,42.2,35.03,40.82
2017,Negeri,SMP NEGERI TERBUKA  51 BANDUNG,70,67.11,46.14,34.75,40.86
2017,Negeri,SMP NEGERI TERBUKA 36 BANDUNG,86,54.09,37.12,29.36,36.22
2017,Negeri,MTSN 1 KOTA BANDUNG,288,66.18,45.63,41.43,51.54
2017,Negeri,MTSN 2 KOTA BANDUNG,277,69.58,54.12,51.01,55.42
2017,Swasta,SMP BALA KESELAMATAN,10,65.2,45.4,37.5,37
2017,Swasta,SMP BUDI BAKTI BANDUNG,55,64.47,41.42,34.32,42.82
2017,Swasta,SMP PANDU BANDUNG,58,83.17,74,72.63,70.56
2017,Swasta,SMP PASUNDAN 4 BANDUNG,259,64.03,41.66,35.11,39.49
2017,Swasta,SMP WARINGIN BANDUNG,134,84.55,76.69,77.33,66.47
2017,Swasta,SMP YAQIN BANDUNG,60,65.87,44.97,33.96,39.79
2017,Swasta,SMP YPI BANDUNG,23,58.43,39.48,34.57,39.24
2017,Swasta,SMP K 1 BINA BAKTI BANDUNG,77,82.7,76.6,77.11,67.69
2017,Swasta,SMP K 2 BINA BAKTI BANDUNG,48,83.63,80.96,89.11,78.18
2017,Swasta,SMP K BPK PENABUR 1 BANDUNG,259,86.86,83.03,93.55,84.52
2017,Swasta,SMP K BPPK BANDUNG,29,71.72,50.62,44.48,43.97
2017,Swasta,SMP K PAULUS BANDUNG,26,74.77,62.31,51.25,49.81
2017,Swasta,SMP K TRIMULIA BANDUNG,46,84.22,81.04,86.63,77.34
2017,Swasta,SMP ADVENT II BANDUNG,33,76.85,65.76,64.32,58.41
2017,Swasta,SMP AL-HUSAINIYYAH BANDUNG,47,60.94,39.91,30.21,38.46
2017,Swasta,SMP BINA DHARMA 3 BANDUNG,38,66.05,44,33.49,42.89
2017,Swasta,SMP INDONESIA RAYA BANDUNG,129,65.26,41.05,33.7,40.43
2017,Swasta,SMP KARTIKA XIX-2,125,70.02,48.16,35.74,44.3
2017,Swasta,SMP MIFTAHUL IMAN BANDUNG,62,60.26,41.03,34.6,39.11
2017,Swasta,SMP MUHAMMADIYAH 6 BANDUNG,173,61.03,39.72,33.67,39.71
2017,Swasta,SMP PASUNDAN 3 BANDUNG,244,63.78,43.76,34.89,41.32
2017,Swasta,SMP PASUNDAN 10 BANDUNG,19,51.89,38.63,29.08,33.42
2017,Swasta,SMP PASUNDAN 12 BANDUNG,222,62.89,39.79,34.05,38.73
2017,Swasta,SMP PGRI 2 BANDUNG,93,59.48,40.45,32.5,38.39
2017,Swasta,SMP PGRI 5 BANDUNG,37,60.65,45.73,35.27,41.28
2017,Swasta,SMP SEKOLAH LABORATORIUM UPI,167,78.72,67.21,58.89,58.38
2017,Swasta,SMP K HIDUP BARU BANDUNG,13,76.92,58.62,42.88,47.31
2017,Swasta,SMP ADVENT CIMINDI,50,70.84,49.56,43.65,49.65
2017,Swasta,SMP ANGKASA LANUD HUSEIN. S,247,70.44,52.03,40.72,48.04
2017,Swasta,SMP BPMD TARUNA BANDUNG,8,60.75,39.5,35,39.38
2017,Swasta,SMP KIANSANTANG BANDUNG,23,55.65,38.78,27.83,34.02
2017,Swasta,SMP LPPN BANDUNG,26,57.23,39.77,31.15,39.42
2017,Swasta,SMP MUHAMMADIYAH 2 BANDUNG,42,62.29,42.76,37.62,41.01
2017,Swasta,SMP MUHAMMADIYAH 4 BANDUNG,11,64,44.55,32.05,39.77
2017,Swasta,SMP MUTIARA 1 BANDUNG,94,61.38,42.74,33.3,39.68
2017,Swasta,SMP MUTIARA 4 BANDUNG,303,65.75,43.55,35.73,43.46
