tahun,status,nama_sekolah,jumlah_peserta,bahasa_indonesia,bahasa_inggris,matematika,ipa
2017,Swasta,SMP PAJAJARAN 1 BANDUNG,24,60.25,41.25,28.65,36.77
2017,Swasta,SMP PGRI 4,22,57.55,40,34.66,39.09
2017,Swasta,SMP RAJAWALI,11,56,38.73,27.73,40.91
2017,Swasta,SMP YWKA BANDUNG,122,70.69,50.07,40.59,43.79
2017,Swasta,SMP K BPK PENABUR 5 BANDUNG,137,84.58,75.17,79.93,75.51
2017,Swasta,SMP ADVENT BANDUNG,18,75.22,65.78,50.69,52.92
2017,Swasta,SMP BPP BANDUNG,82,64.76,43.73,31.89,40.15
2017,Swasta,SMP KRISTEN BAPTIS BANDUNG,42,79.52,64.19,56.01,63.04
2017,Swasta,SMP PERTIWI BANDUNG,36,61.17,41.11,33.89,37.36
2017,Swasta,SMP SANTA ANGELA BANDUNG,164,87.48,81,84.31,81.45
2017,Swasta,SMP SANTO ALOYSIUS 1 BANDUNG,124,87.31,81.31,87.28,81.23
2017,Swasta,SMP KARTIKA SILIWANGI XIX-1,166,67.54,47.48,36.04,45.84
2017,Swasta,SMP PASUNDAN 6 BANDUNG,149,64.47,42.46,35.65,41.64
2017,Swasta,SMP PGII-1 BANDUNG,306,73.61,54.56,41.98,49.09
2017,Swasta,SMP SANTA URSULA BANDUNG,134,84.58,76.46,75.69,72.76
2017,Swasta,SMP SUMATRA 40 BANDUNG,255,67.96,48.59,37.93,42.54
2017,Swasta,SMP TARUNA BAKTI BANDUNG,260,87.72,81.74,83.88,78.73
2017,Swasta,SMP K YAHYA BANDUNG,68,83.47,74.88,70.59,69.6
2017,Swasta,SMP AL-FALAH BANDUNG,207,66,43.13,36.36,42.64
2017,Swasta,SMP BUNGA BANGSA BANDUNG,64,62.75,38.22,33.55,40.55
2017,Swasta,SMP DARUL HIKAM BANDUNG,129,83.58,74,79.79,70.19
2017,Swasta,SMP ISTIQAMAH BANDUNG,88,82.86,70.52,62.84,68.13
2017,Swasta,SMP KEMAH INDONESIA 4 BANDUNG,39,60.31,36.56,29.62,35.96
2017,Swasta,SMP NASIONAL BANDUNG,203,67.34,44.47,36.18,42.57
2017,Swasta,SMP PASUNDAN 8 BANDUNG,193,64.87,42.76,35.1,40.34
2017,Swasta,SMP PGII 2 BANDUNG,300,74.77,53.64,45.78,46.5
2017,Swasta,SMP PGRI 6 BANDUNG,23,65.13,39.57,35.22,35.76
2017,Swasta,SMP PRIBADI,36,84.5,80.72,78.89,79.51
2017,Swasta,SMP SALMAN AL FARISI BANDUNG,77,85.71,81.84,83.25,80.52
2017,Swasta,SMP KARTIKA X-1 BANDUNG,220,66.89,44.18,34.69,41.15
2017,Swasta,SMP KEMALA BHAYANGKARI BANDUNG,267,64.4,44.52,34.94,42.65
2017,Swasta,SMP MAARIF 1 BANDUNG,46,55.74,40.83,35.16,38.53
2017,Swasta,SMP MUHAMMADIYAH 1 BANDUNG,63,60.76,42.19,36.87,43.45
2017,Swasta,SMP MUSLIMIN 3 BANDUNG,36,57.56,44.89,35.56,40.56
2017,Swasta,SMP PELITA BANDUNG,252,62.67,40.58,33.55,39.37
2017,Swasta,SMP PGRI 1 BANDUNG,92,61.09,39.98,35.73,39.86
2017,Swasta,SMP PGRI 3 BANDUNG,44,59.91,38.41,30.85,34.89
2017,Swasta,SMP SANTA MARIA BANDUNG,92,82.74,72.41,60.05,65.9
2017,Swasta,SMP TAMAN SISWA BANDUNG,73,65.15,42.49,35.03,41.37
2017,Swasta,SMP YPU BANDUNG,63,49.56,38.35,33.1,35.99
2017,Swasta,SMP K 4 BPK PENABUR,40,84.05,75.55,86.06,77.19
2017,Swasta,SMP AL HADI BANDUNG,213,60.82,41.79,32.48,40.55
2017,Swasta,SMP AL ISLAM,119,54.17,38.67,34.64,38.42
2017,Swasta,SMP PLUS BAITURRAHMAN,122,68.03,47.28,41.66,46.15
2017,Swasta,SMP BANDUNG INSTITUT,31,53.1,38.9,32.66,38.39
2017,Swasta,SMP BINA PERSADA NUSANTARA,23,52.87,36.52,34.13,37.17
2017,Swasta,SMP CENDEKIA MUDA,53,81.51,74.6,69.91,65.28
2017,Swasta,SMP GANTRA BANDUNG,48,58.38,42.21,44.95,48.8
2017,Swasta,SMP GEMA PANCASILA BANDUNG,20,63.8,40.7,35.75,36.63
2017,Swasta,SMP GUPPI UJUNG BERUNG,40,75.65,56.7,63.88,53.69
2017,Swasta,SMP KARYA PEMBANGUNAN 10,256,66.09,48.25,41.95,48.5
2017,Swasta,SMP LANGLANGBUANA,59,54.07,41.12,36.02,36.91
2017,Swasta,SMP MUHAMMADIYAH 3 BANDUNG,99,69.47,45.49,39.72,43.16
2017,Swasta,SMP MUTIARA BUNDA,75,80.51,71.68,69.1,65.53
2017,Swasta,SMP PGRI 10 BANDUNG,308,65.19,44.75,37.74,44.42
2017,Swasta,SMP PGRI 11,14,60,40.71,32.14,38.57
2017,Swasta,SMP TRIYASA BANDUNG,249,64.26,43.03,37.04,44.59
2017,Swasta,SMP YAYASAN ATIKAN SUNDA,258,70.09,46.12,38.17,43.06
2017,Swasta,SMP AL-GHIFARI,194,69.94,53.65,44.01,51.44
2017,Swasta,SMP AL-HASAN,83,66.7,44.65,34.88,45.09
2017,Swasta,SMP IGN SLAMET RIYADI,67,81.67,70.48,62.13,64.07
2017,Swasta,SMP MADYA BANDUNG,82,61.44,41.37,32.07,39.48
2017,Swasta,SMP MUHAMMADIYAH 9,122,63.9,40.97,33.85,40.96
2017,Swasta,SMP MUSLIMIN 5 BANDUNG,27,66.07,38.52,34.72,40.83
2017,Swasta,SMP OTISTA,40,58.55,41.55,37.38,41.88
2017,Swasta,SMP PGRI 7 BANDUNG,231,65.64,41.5,34.97,40.02
2017,Swasta,SMP PGRI 9 GEDEBAGE,54,54.3,36.22,34.07,33.33
2017,Swasta,SMP THARIIKUL JANNAH,6,59,43.33,30.83,33.75
2017,Swasta,SMP TULUS KARTIKA,101,63.39,49.88,39.06,44.43
2017,Swasta,SMP VIJAYA KUSUMA,374,66.09,44.59,38.36,43.31
2017,Swasta,SMP BINA DHARMA 2 BANDUNG,222,65.35,46.11,35.64,41.42
2017,Swasta,SMP BINA HARAPAN,35,53.03,37.03,33.93,36.93
2017,Swasta,SMP GUNA DHARMA,94,64.74,41.11,35.16,46.76
2017,Swasta,SMP KARYA NUSANTARA,38,59.95,43.37,34.41,39.08
2017,Swasta,SMP LANGLANG BUANA 2,94,52.23,39.06,33.62,38.22
2017,Swasta,SMP MUHAMMADIYAH 5 BANDUNG,39,60.41,40.36,33.53,40.9
2017,Swasta,SMP MUHAMMADIYAH 8 BANDUNG,145,79.64,64.54,56.02,61.22
2017,Swasta,SMP MUHAMMADIYAH 10,121,65.67,42.61,35.27,42.56
2017,Swasta,SMP NUSANTARA RAYA,168,60.62,39.86,32.49,38.38
2017,Swasta,SMP PGRI 8 BANDUNG,44,59.36,41.64,30.91,34.89
2017,Swasta,SMP SANTO  YUSUP,96,79.25,63.6,56.15,58.98
2017,Swasta,SMP ISLAM AL WASHLIYAH,11,55.82,34.73,33.5,36.14
2017,Swasta,SMP BINTANG MULIA,72,84.83,84.67,89.86,78.72
2017,Swasta,SMP BPI 1 BANDUNG,206,75.88,62.88,51.36,56.3
2017,Swasta,SMP BUDI ISTRI BANDUNG,81,58.49,42.32,32.78,41.05
2017,Swasta,SMP NUGRAHA BANDUNG,189,63.2,42.43,34.46,39.83
2017,Swasta,SMP PAHLAWAN TOHA,188,56.87,37.91,31.49,35.74
2017,Swasta,SMP PELITA BANGSA,38,77.37,65.74,52.5,57.7
2017,Swasta,SMP PLUS AL-GOZALI,5,58,37.6,33,37.5
2017,Swasta,SMP SANTO ALOYSIUS 2 BANDUNG,100,86.68,80.88,88.6,78.03
2017,Swasta,SMP SEBELAS MARET BANDUNG,125,61.81,39.22,32.68,37.86
2017,Swasta,SMP YAMI BANDUNG,27,51.26,40.22,28.61,33.24
2017,Swasta,SMP YPS SEJATI BANDUNG,8,42.5,37.75,34.69,34.38
2017,Swasta,SMP YUDHISTIRA,101,61.68,41.68,30.77,39.18
2017,Swasta,SMP K KALAM KUDUS,62,83.16,75.16,70.36,65.44
2017,Swasta,SMP BPK PENABUR HOLIS,180,84.19,77.58,84.22,79.14
2017,Swasta,SMP BPPI BOJONG,32,61.31,40.19,33.59,39.69
2017,Swasta,SMP GAMALIEL,101,81.68,67.21,78.39,63.04
2017,Swasta,SMP GRACIA BANDUNG,23,72.78,57.83,50.87,52.07
2017,Swasta,SMP JENDRAL SUDIRMAN,27,57.78,41.41,29.81,34.26
2017,Swasta,SMP MUTIARA 3 BANDUNG,23,57.13,38.87,33.04,35
2017,Swasta,SMP PASUNDAN 5 BANDUNG,200,63.52,40.26,31.2,39.14
2017,Swasta,SMP PASUNDAN 7 BANDUNG,164,64.67,39.6,35.08,41.49
2017,Swasta,SMP PASUNDAN 9 BANDUNG,154,61.58,37.81,30.67,38.43
2017,Swasta,SMP PLUS SINDANGRESMI,58,63.72,42.07,35.13,40.99
2017,Swasta,SMP SWADAYA 1 BANDUNG,279,58.87,41.43,36.07,40.61
2017,Swasta,SMP SWADAYA 2 BANDUNG,47,54.72,42.55,35.69,37.77
2017,Swasta,SMP YPKKP,187,58.37,38.64,32.46,38.7
2017,Swasta,SMP ASSALAAM,179,75.85,58.63,51.23,58.45
2017,Swasta,SMP DEWI SARTIKA,198,63.88,40.84,34.09,38.66
2017,Swasta,SMP GANESHA BANDUNG,124,57.66,38.81,32.1,34.46
2017,Swasta,SMP MUHAMMADIYAH 7,29,58.76,40.69,33.97,39.83
2017,Swasta,SMP NUSANTARA BANDUNG,104,61.63,41.46,32.48,40.36
2017,Swasta,SMP PASUNDAN 1 BANDUNG,314,67.17,47.33,36.17,42.7
2017,Swasta,SMP PASUNDAN 2 BANDUNG,202,63.82,44.98,37.82,42.44
2017,Swasta,SMP WYATA DHARMA,39,54.56,35.79,29.49,34.74
2017,Swasta,SMP YOS SUDARSO,63,80.41,66,61.75,61.15
2017,Swasta,SMP K REHOBOTH BANDUNG,38,75.05,64.84,49.01,58.36
2017,Swasta,SMP STAMFORD INTERNATIONAL SCHOOL,14,71.86,79.86,63.21,58.04
2017,Swasta,SMP PLUS TEMARA ILMU,6,67.33,39.67,40.42,44.17
2017,Swasta,SMP AL BIRUNI CERDAS MULIA,63,77.87,63.59,54.84,57.7
2017,Swasta,SMP DAARUL QURAN,14,71,60.29,48.21,54.82
2017,Swasta,SMP ALFA CENTAURI,83,81.49,73.86,65.09,64.52
2017,Swasta,SMP PELITA NUSANTARA,40,81.05,74.05,54.63,62.13
2017,Swasta,SMP TUNAS UNGGUL,48,84.25,73.38,66.46,67.45
2017,Swasta,SMP JUARA,48,75.67,56.04,56.41,55.57
2017,Swasta,SMP HIKMAH TELADAN,63,76.57,62,52.34,55.56
2017,Swasta,SMP ISLAM TERPADU BINA INSAN UNGGUL,40,74.55,50.75,55.81,56.44
2017,Swasta,SMP BAHTERA,31,79.42,70.58,57.98,58.15
2017,Swasta,SMP DAARUT TAUHIID BOARDING SCHOOL,191,79.52,61.84,58.02,64.41
2017,Swasta,SMP SETIA BHAKTI,89,65.62,45.98,42.13,42.92
2017,Swasta,SMP KARYA BHAKTI,9,55.11,39.56,32.22,32.5
2017,Swasta,SMP TAHFIZHUL QURAN AMANAH UMMAH,22,58.64,41.09,37.61,43.41
2017,Swasta,SMP KUNTUM CEMERLANG,31,85.55,82,82.98,77.82
2017,Swasta,SMP CITRA CEMARA,37,81.46,70.38,67.09,63.31
2017,Swasta,SMP NEHRU MEMORIAL SCHOOL,26,70.38,77.54,58.46,55.29
2017,Swasta,SMP BANDUNG INDEPENDENT SCHOOL,9,64.67,78,48.61,44.72
2017,Swasta,SMP TEMASEK INDEPENDENT SCHOOL,14,72.71,76.29,61.25,59.29
2017,Swasta,SMP SEMI PALAR,15,81.87,78.4,65,67.83
2017,Swasta,SMP BPK PENABUR BANDA,22,80.64,83.27,90.8,83.3
2017,Swasta,SMP KRISTEN BPK PENABUR SINGGASANA,49,86.37,83.51,91.43,81.12
2017,Swasta,SMP ISLAM AL-AZHAR 36,96,81.96,70.88,66.8,67.86
2017,Swasta,SMP EDU GLOBAL,19,83.58,75.16,79.21,69.47
2017,Swasta,SMP BINA SARANA CENDEKIA,39,63.03,45.49,37.69,40.13
2017,Swasta,SMP SURYA KENCANA BHAKTI,29,68.21,52.62,45.78,54.91
2017,Swasta,MTS AL AMANAH,85,56.61,42.38,35.94,41.91
2017,Swasta,MTS AL HUDA,24,57.92,40.92,36.77,38.44
2017,Swasta,MTS AL ISLAM,82,58.61,41.8,35.82,39.48
2017,Swasta,MTS AL ISTIQOMAH,92,54.74,39.07,34.67,37.91
2017,Swasta,MTS ARROHMAH,65,61.29,41.82,36.65,41.35
2017,Swasta,MTS ASSUADA,34,50.59,39.24,35.07,36.32
2017,Swasta,MTS ASYSYARIFIYYAH,183,57.37,41.19,35.94,39.17
2017,Swasta,MTS ATTAUFIQ,63,57.43,41.9,41.87,40.56
2017,Swasta,MTS ATTAZHIMIYAH,153,58.9,41.36,36.55,39.38
2017,Swasta,MTS BAABUSSALAAM,93,55.76,39.87,35.27,38.28
2017,Swasta,MTS DAARUR RAHMAH,15,56.13,36.4,37.67,38.33
2017,Swasta,MTS MUHAMMADIYAH,78,58.59,42.74,34.81,40.38
2017,Swasta,MTS NURUL HUDA,81,57.28,41.46,35.12,38.89
2017,Swasta,MTS NURUL IMAN,357,59.56,41.37,36.82,40.91
2017,Swasta,MTS PERSATUAN ISLAM 29,37,58.76,39.78,33.92,39.93
2017,Swasta,MTS SALAFIYAH,20,59.6,38.6,35.75,41
2017,Swasta,MTS SIRNAMISKIN,344,62.19,41.22,34.57,40.05
2017,Swasta,MTS AL HASAN,20,61.9,42.1,37.38,42.13
2017,Swasta,MTS AL BURHAN,153,57.82,40.29,38.61,40.41
2017,Swasta,MTS AL INAYAH,158,64.92,45.65,39.64,47.48
2017,Swasta,MTS AL MISHBAH,66,63.55,43.55,38.86,42.61
2017,Swasta,MTS AL MURSYID,21,52.86,37.71,36.67,35.48
2017,Swasta,MTS ARROSYIDIYAH,153,62.77,46.88,40.36,45.08
2017,Swasta,MTS DARUL HIDAYAH,17,50.71,40.59,32.94,40.59
2017,Swasta,MTS KIFAYATUL ACHYAR,203,61.17,42.8,36.06,42.36
2017,Swasta,MTS MANBAUL HUDA,92,65.78,47.63,41.47,44.43
2017,Swasta,MTS MIFTAHUL FALAH,132,60.08,41.45,36.29,40.87
2017,Swasta,MTS MUHAJIRIN,37,58.86,39.89,35.54,38.51
2017,Swasta,MTS MULTAZAM,63,58.16,40.92,36.15,38.13
2017,Swasta,MTS NUR ROHMAH,12,61.5,36.17,33.33,38.96
2017,Swasta,MTS PERSIS 1-2,187,64.11,49.66,41.23,44.47
2017,Swasta,MTS YPPS SUKAMISKIN,194,69.26,51.94,77.99,78.39
2017,Swasta,MTS ZAKARIA,99,81.92,71.37,82.15,81.77
2017,Swasta,MTS AL HIKMAH,8,54.75,45.5,35.63,36.56
2017,Swasta,MTS AN NAJIYAH,24,75.67,66.5,68.85,64.48
2017,Swasta,MTS YASIPA,30,63.33,38.87,39.58,38.75
2017,Swasta,MTS AISYAH,72,57.03,39.58,35.07,40.59
2017,Swasta,MTS MIFTAHUL HUDA,30,65.13,56.73,46.5,47.42
2017,Swasta,MTS AZ ZAHRA,59,53.39,38.41,34.7,38.98
2017,Swasta,MTS ASSALAAM,35,67.31,49.43,45.86,54.43
2017,Swasta,MTS CIJAWURA,44,63.55,41.18,38.81,43.47
2018,Negeri,SMP NEGERI 1 BANDUNG,391,84.28,74.3,76.04,69.51
2018,Negeri,SMP NEGERI 2 BANDUNG,348,85.52,81.75,80.7,78.46
2018,Negeri,SMP NEGERI 3 BANDUNG,297,79.92,69.53,61.02,63.48
2018,Negeri,SMP NEGERI 4 BANDUNG,385,79.74,69.06,59.95,62.75
2018,Negeri,SMP NEGERI 5 BANDUNG,395,88.96,79.23,81.88,78.25
2018,Negeri,SMP NEGERI 6 BANDUNG,556,72.04,60.02,44.66,51.44
2018,Negeri,SMP NEGERI 7 BANDUNG,383,83.9,77.73,71.5,71.01
2018,Negeri,SMP NEGERI 8 BANDUNG,312,79.08,68.19,61.74,66.12
2018,Negeri,SMP NEGERI 9 BANDUNG,347,70.84,58.14,48.33,52.74
2018,Negeri,SMP NEGERI 10 BANDUNG,398,70.1,54.3,42.62,49.03
2018,Negeri,SMP NEGERI 11 BANDUNG,417,73.53,60.49,47.24,51.58
2018,Negeri,SMP NEGERI 12 BANDUNG,399,78.81,69.28,62.68,60.98
2018,Negeri,SMP NEGERI 13 BANDUNG,322,83.57,74.86,68.29,69.91
2018,Negeri,SMP NEGERI 14 BANDUNG,355,81.32,72.88,64.56,66.04
2018,Negeri,SMP NEGERI 15 BANDUNG,342,75.13,59.83,49.31,55.13
2018,Negeri,SMP NEGERI 16 BANDUNG,350,71.19,55.25,46.37,50.94
2018,Negeri,SMP NEGERI 17 BANDUNG,428,72.81,60.32,47.94,53.91
2018,Negeri,SMP NEGERI 18 BANDUNG,419,72.42,56.46,45.41,51.16
2018,Negeri,SMP NEGERI 19 BANDUNG,266,68.62,54.05,42.89,48.15
2018,Negeri,SMP NEGERI 20 BANDUNG,529,71.74,58.87,46.04,53.62
2018,Negeri,SMP NEGERI 21 BANDUNG,477,70.3,53.12,44.13,47.68
2018,Negeri,SMP NEGERI 22 BANDUNG,365,75.02,63.83,52.48,52.29
2018,Negeri,SMP NEGERI 23 BANDUNG,277,69.16,49.08,41.44,47.02
2018,Negeri,SMP NEGERI 24 BANDUNG,254,70.96,55.21,45.42,48.45
2018,Negeri,SMP NEGERI 25 BANDUNG,279,73.41,57.26,50.11,53.28
2018,Negeri,SMP NEGERI 26 BANDUNG,283,74.67,57.98,48.63,51.78
2018,Negeri,SMP NEGERI 27 BANDUNG,408,71.48,58.41,47.67,52.64
2018,Negeri,SMP NEGERI 28 BANDUNG,326,79.37,70.3,60.81,65.77
2018,Negeri,SMP NEGERI 29 BANDUNG,508,71.75,58.13,44.95,50.89
2018,Negeri,SMP NEGERI 30 BANDUNG,386,73.26,58.48,47.95,55.3
2018,Negeri,SMP NEGERI 31 BANDUNG,495,68.59,51.71,40.11,46.7
2018,Negeri,SMP NEGERI 32 BANDUNG,278,67.09,50.16,42.18,47.19
2018,Negeri,SMP NEGERI 33 BANDUNG,360,68.69,52.21,44.4,47.24
2018,Negeri,SMP NEGERI 34 BANDUNG,336,76.63,64.64,57.92,62.76
2018,Negeri,SMP NEGERI 35 BANDUNG,378,70.4,52.39,42.31,49.36
2018,Negeri,SMP NEGERI 36 BANDUNG,269,74.25,62.18,53.11,54.82
2018,Negeri,SMP NEGERI 37 BANDUNG,352,69.2,50.11,44.51,48.08
2018,Negeri,SMP NEGERI 38 BANDUNG,365,67.28,50.2,38.73,46.32
2018,Negeri,SMP NEGERI 39 BANDUNG,273,71.78,56.72,44.62,49.08
2018,Negeri,SMP NEGERI 40 BANDUNG,360,69.62,56.56,42.51,48.94
2018,Negeri,SMP NEGERI 41 BANDUNG,396,69.84,54.17,45.99,49.26
2018,Negeri,SMP NEGERI 42 BANDUNG,521,68.78,54.31,40.7,47.32
2018,Negeri,SMP NEGERI 43 BANDUNG,351,71.14,61.47,46.99,56.64
2018,Negeri,SMP NEGERI 44 BANDUNG,353,79.41,69.8,54.18,59.04
2018,Negeri,SMP NEGERI 45 BANDUNG,481,72.85,60.02,47.37,54.95
2018,Negeri,SMP NEGERI 46 BANDUNG,338,71.91,54.92,46.22,51.43
2018,Negeri,SMP NEGERI 47 BANDUNG,254,71.46,54.04,45.37,48.13
2018,Negeri,SMP NEGERI 48 BANDUNG,362,74.12,61.11,50.88,57.04
2018,Negeri,SMP NEGERI 49 BANDUNG,394,70.94,53.56,45.88,49.89
2018,Negeri,SMP NEGERI 50 BANDUNG,450,70.85,55.65,46.84,50.89
2018,Negeri,SMP NEGERI 51 BANDUNG,450,71.36,54.84,42.47,48.71
2018,Negeri,SMP NEGERI  52 BANDUNG,432,66.39,50.97,37.99,46.49
2018,Negeri,SMP NEGERI 53 KOTA BANDUNG,214,70.52,50.93,38.93,47.65
2018,Negeri,SMP NEGERI 54,208,71.01,55.04,42.33,48.1
2018,Negeri,SMP NEGERI TERBUKA 12 BANDUNG,74,60.92,43.38,34.56,38.51
2018,Negeri,SMP NEGERI TERBUKA 40 BANDUNG,31,62.13,48.97,38.55,42.74
2018,Negeri,SMP NEGERI TERBUKA 27 BANDUNG,190,61.66,45.94,34.32,41.87
2018,Negeri,SMP NEGERI TERBUKA 8 BANDUNG,73,60.19,39.7,33.42,42.02
2018,Negeri,SMP NEGERI TERBUKA  51 BANDUNG,77,64.6,48.81,34.09,41.66
2018,Negeri,SMP NEGERI TERBUKA 36 BANDUNG,118,52.76,39.15,31.23,37.75
2018,Negeri,MTSN 1 KOTA BANDUNG,315,73.92,55.35,45.29,56.36
2018,Negeri,MTSN 2 KOTA BANDUNG,321,78.22,63.96,55.97,60.05
2018,Swasta,SMP BALA KESELAMATAN,15,64.4,50.4,33.5,38.83
2018,Swasta,SMP BUDI BAKTI BANDUNG,61,64.36,44.49,32.91,43.03
2018,Swasta,SMP PANDU BANDUNG,61,80.85,74.56,65.61,67.54
2018,Swasta,SMP PASUNDAN 4 BANDUNG,201,63.11,46.98,36.01,44.2
2018,Swasta,SMP WARINGIN BANDUNG,151,81.23,80.32,73.21,61.94
2018,Swasta,SMP YAQIN BANDUNG,66,66.67,49.21,34.89,45.38
2018,Swasta,SMP YPI BANDUNG,19,57.47,40.63,46.84,45.79
2018,Swasta,SMP K 1 BINA BAKTI BANDUNG,65,84.15,81.51,72.69,70.19
2018,Swasta,SMP K 2 BINA BAKTI BANDUNG,39,82.77,78.87,82.31,69.04
2018,Swasta,SMPK 1 BPK PENABUR,300,86.89,86.94,90.86,85.33
2018,Swasta,SMP K BPPK BANDUNG,39,75.74,61.79,52.44,50.32
2018,Swasta,SMP K PAULUS BANDUNG,15,71.87,66.8,50.33,64.67
2018,Swasta,SMP K TRIMULIA BANDUNG,39,85.13,85.18,80.77,71.28
2018,Swasta,SMP ADVENT II BANDUNG,43,72.42,68.6,56.34,53.31
2018,Swasta,SMP AL-HUSAINIYYAH BANDUNG,42,64.24,45.81,34.05,41.19
2018,Swasta,SMP BINA DHARMA 3 BANDUNG,14,70.71,44.86,34.11,40.36
2018,Swasta,SMP INDONESIA RAYA BANDUNG,102,62.25,45,32.7,40.39
2018,Swasta,SMP KARTIKA XIX-2,129,67.69,54.88,40.08,47.46
2018,Swasta,SMP MIFTAHUL IMAN BANDUNG,44,56.5,44.27,34.89,41.99
2018,Swasta,SMP MUHAMMADIYAH 6 BANDUNG,106,59.83,43,33.02,40.24
2018,Swasta,SMP PASUNDAN 3 BANDUNG,239,65.02,49.97,36.24,43.66
2018,Swasta,SMP PASUNDAN 10 BANDUNG,18,46.67,36.11,26.11,36.76
2018,Swasta,SMP PASUNDAN 12 BANDUNG,211,62.47,45.99,34.63,42
2018,Swasta,SMP PGRI 2 BANDUNG,67,57.73,42.72,33.32,40.19
2018,Swasta,SMP PGRI 5 BANDUNG,21,66.76,53.52,39.88,43.45
2018,Swasta,SMP SEKOLAH LABORATORIUM UPI,158,76.22,71.89,57.72,58.97
2018,Swasta,SMP K HIDUP BARU BANDUNG,15,79.33,55.33,47.67,45.33
2018,Swasta,SMP ADVENT CIMINDI,46,72.74,64.61,45.49,50.16
2018,Swasta,SMP ANGKASA LANUD HUSEIN. S,312,73.64,61.29,45.1,49.66
2018,Swasta,SMP BPMD TARUNA BANDUNG,15,67.47,44.4,31.5,40.17
2018,Swasta,SMP KIANSANTANG BANDUNG,11,56.73,40.55,30.45,37.95
2018,Swasta,SMP LPPN BANDUNG,12,59.83,41,31.46,38.96
2018,Swasta,SMP MUHAMMADIYAH 2 BANDUNG,37,60.65,42.92,34.46,39.86
2018,Swasta,SMP MUHAMMADIYAH 4 BANDUNG,17,64.71,47.29,31.76,40.88
2018,Swasta,SMP MUTIARA 1 BANDUNG,66,62.82,44.7,34.66,42.65
2018,Swasta,SMP MUTIARA 4 BANDUNG,308,66.03,47.87,36.85,45.52
2018,Swasta,SMP PAJAJARAN 1 BANDUNG,13,54.46,40.92,34.81,37.88
2018,Swasta,SMP PGRI 4,26,61.46,37.69,31.92,35.19
2018,Swasta,SMP RAJAWALI,7,66,44.86,35.36,44.64
2018,Swasta,SMP YWKA BANDUNG,77,73.4,56.03,39.58,49.06
2018,Swasta,SMPK 5 BPK PENABUR BANDUNG,151,84.75,79.92,79.77,76.01
2018,Swasta,SMP ADVENT BANDUNG,9,72,67.33,45,53.89
2018,Swasta,SMP BPP BANDUNG,71,65.21,55.86,39.72,44.96
2018,Swasta,SMP KRISTEN BAPTIS BANDUNG,42,80.05,69.33,65.06,64.52
2018,Swasta,SMP PERTIWI BANDUNG,37,64.43,51.14,34.39,43.11
2018,Swasta,SMP SANTA ANGELA BANDUNG,159,86.42,80.04,84.34,77.8
2018,Swasta,SMP SANTO ALOYSIUS 1 BANDUNG,119,85.61,83.6,85.65,75.29
2018,Swasta,SMP KARTIKA SILIWANGI XIX-1,221,73.17,59,41.93,47.41
2018,Swasta,SMP PASUNDAN 6 BANDUNG,217,70.83,53.6,43.25,49.87
2018,Swasta,SMP PGII-1 BANDUNG,329,74.82,65.17,51.06,53.09
2018,Swasta,SMP SANTA URSULA BANDUNG,125,85.38,78.21,74.66,69.52
2018,Swasta,SMP SUMATRA 40 BANDUNG,223,70.47,57.43,40.65,48.5
2018,Swasta,SMP TARUNA BAKTI BANDUNG,251,86.41,86.34,80.45,75.54
2018,Swasta,SMP K YAHYA BANDUNG,54,84.78,79.52,74.86,69.12
2018,Swasta,SMP AL-FALAH BANDUNG,223,66.31,47.21,39.24,45.55
2018,Swasta,SMP BUNGA BANGSA BANDUNG,75,59.52,43.89,34.53,41.17
2018,Swasta,SMP DARUL HIKAM BANDUNG,116,81.72,78.52,76.44,74.59
2018,Swasta,SMP ISTIQAMAH BANDUNG,110,81,76.53,58.93,62.09
2018,Swasta,SMP KEMAH INDONESIA 4 BANDUNG,38,60.68,43.79,33.03,38.95
2018,Swasta,SMP NASIONAL BANDUNG,187,67.6,48.95,37.93,44.97
2018,Swasta,SMP PASUNDAN 8 BANDUNG,184,61.36,46.2,32.99,41.93
2018,Swasta,SMP PGII 2 BANDUNG,235,75.69,58.37,45.41,50.34
2018,Swasta,SMP PGRI 6 BANDUNG,26,57.85,41.38,35.96,38.17
2018,Swasta,SMP PRIBADI,40,85.8,80.1,71.19,69.94
2018,Swasta,SMP SALMAN AL FARISI BANDUNG,88,86.64,84.14,84.63,79.06
2018,Swasta,SMP KARTIKA X-1 BANDUNG,179,72.56,56.84,43.66,48.49
2018,Swasta,SMP KEMALA BHAYANGKARI BANDUNG,256,67.19,53.95,38,45.89
2018,Swasta,SMP MAARIF 1 BANDUNG,41,63.46,44.29,34.7,40.91
2018,Swasta,SMP MUHAMMADIYAH 1 BANDUNG,70,63.49,45.37,34.61,41.29
2018,Swasta,SMP MUSLIMIN 3 BANDUNG,25,63.44,39.2,36,41.4
2018,Swasta,SMP PELITA BANDUNG,162,62.46,45.09,35.17,42.08
2018,Swasta,SMP PGRI 1 BANDUNG,73,65.84,44.47,34.83,42.57
2018,Swasta,SMP PGRI 3 BANDUNG,21,61.43,38.19,29.4,38.1
2018,Swasta,SMP SANTA MARIA BANDUNG,89,81.89,77.62,66.35,66.66
2018,Swasta,SMP TAMAN SISWA BANDUNG,34,67.76,47.47,35.66,47.13
2018,Swasta,SMP YPU BANDUNG,30,63.4,43.73,28,39.92
